Principio attivo;Confezione di riferimento;ATC;AIC;Farmaco;Confezione;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 15 Ottobre 2020;Differenza;Nota;Codice gruppo equivalenza
Felodipina;14 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);C08CA02;37565241;FELODIPINA SANDOZ;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 14 COMPRESSE IN BLISTER PVC/AL";SANDOZ S.P.A.;5,31 €;5,84 €;0,53 €;;EBA
Felodipina;14 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);C08CA02;37168248;FELODIPINA ZENTIVA;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 14 COMPRESSE IN BLISTER PVC/AL";ZENTIVA ITALIA S.R.L.;5,31 €;5,84 €;0,53 €;;EBA
Felodipina;14 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);C08CA02;28162030;PLENDIL;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 14 COMPRESSE";ASTRAZENECA S.P.A.;5,31 €;6,34 €;1,03 €;;EBA
Felodipina;14 UNITA' 10 MG - USO ORALE (RILASCIO PROLUNGATO);C08CA02;27372022;PREVEX;"""10 MG COMPRESSE A RILASCIO PROLUNGATO"" 14 COMPRESSE";SIMESA S.P.A.;5,31 €;6,34 €;1,03 €;;EBA
Felodipina;28 UNITA' 5 MG - USO ORALE (RILASCIO PROLUNGATO);C08CA02;38623031;FELODIPINA MYLAN GENERICS;"""5 MG COMPRESSE A RILASCIO PROLUNGATO"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";MYLAN S.P.A.;5,31 €;6,28 €;0,97 €;;EBB
Felodipina;28 UNITA' 5 MG - USO ORALE (RILASCIO PROLUNGATO);C08CA02;38527026;FELODIPINA RATIOPHARM;"""5 MG COMPRESSE A RILASCIO PROLUNGATO"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";RATIOPHARM GMBH;5,31 €;6,28 €;0,97 €;;EBB
Felodipina;28 UNITA' 5 MG - USO ORALE (RILASCIO PROLUNGATO);C08CA02;37565049;FELODIPINA SANDOZ;"""5 MG COMPRESSE A RILASCIO PROLUNGATO"" 28 COMPRESSE IN BLISTER PVC/AL";SANDOZ S.P.A.;5,31 €;6,28 €;0,97 €;;EBB
Felodipina;28 UNITA' 5 MG - USO ORALE (RILASCIO PROLUNGATO);C08CA02;37168046;FELODIPINA ZENTIVA;"""5 MG COMPRESSE A RILASCIO PROLUNGATO"" 28 COMPRESSE IN BLISTER PVC/AL";ZENTIVA ITALIA S.R.L.;5,31 €;6,28 €;0,97 €;;EBB
Felodipina;28 UNITA' 5 MG - USO ORALE (RILASCIO PROLUNGATO);C08CA02;28162042;PLENDIL;"""5 MG COMPRESSE A RILASCIO PROLUNGATO"" 28 COMPRESSE";ASTRAZENECA S.P.A.;5,31 €;6,78 €;1,47 €;;EBB
Felodipina;28 UNITA' 5 MG - USO ORALE (RILASCIO PROLUNGATO);C08CA02;27372010;PREVEX;"""5 MG COMPRESSE A RILASCIO PROLUNGATO"" 28 COMPRESSE";SIMESA S.P.A.;5,31 €;6,78 €;1,47 €;;EBB
Fenofibrato;20 UNITA' 200 MG - USO ORALE;C10AB05;36054017;FENOFIBRATO SANDOZ;"""200 MG CAPSULE RIGIDE"" 20 CAPSULE";SANDOZ S.P.A.;3,45 €;4,16 €;0,71 €;;BDA
Fenofibrato;20 UNITA' 200 MG - USO ORALE;C10AB05;33557036;FENOFIBRATO ZENTIVA;"""200 MG CAPSULE"" 20 CAPSULE";ZENTIVA ITALIA S.R.L.;3,45 €;4,16 €;0,71 €;;BDA
Fenofibrato;20 UNITA' 200 MG - USO ORALE;C10AB05;28590014;FULCRO;"""200 MG CAPSULE"" 20 CAPSULE";MYLAN ITALIA S.R.L.;3,45 €;6,91 €;3,46 €;;BDA
Fenofibrato;20 UNITA' 200 MG - USO ORALE;C10AB05;29257019;LIPSIN;"""200 MG CAPSULE"" 20 CAPSULE";ISTITUTO BIOCHIMICO NAZIONALE SAVIO S.R.L.;3,45 €;4,15 €;0,70 €;;BDA
Fenofibrato;30 UNITA' 145 MG - USO ORALE;C10AB05;41071046;FENOFIBRATO DOC GENERICI;"""145 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";DOC GENERICI S.R.L.;6,77 €;6,77 €;0,00 €;;BDB
Fenofibrato;30 UNITA' 145 MG - USO ORALE;C10AB05;43837018;FENOFIBRATO EG;"""145 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;6,77 €;6,77 €;0,00 €;;BDB
Fenofibrato;30 UNITA' 145 MG - USO ORALE;C10AB05;35928151;FULCROSUPRA;"""145 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PE/PVDC";MYLAN IRE HEALTHCARE LIMITED;6,77 €;10,42 €;3,65 €;;BDB
Fenofibrato;30 UNITA' 145 MG - USO ORALE;C10AB05;37160049;LIPERIAL;"""145 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PE/PVDC";MYLAN IRE HEALTHCARE LIMITED;6,77 €;10,42 €;3,65 €;;BDB
Ferroso gluconato;30 UNITA' 80 MG - USO ORALE;B03AA03;26689051;CROMATONFERRO;"""80 MG COMPRESSE EFFERVESCENTI"" 30 COMPRESSE EFFERVESCENTI";A.MENARINI INDUSTRIE FARMACEUTICHE RIUNITE S.R.L.;5,74 €;8,76 €;3,02 €;;ARA
Ferroso gluconato;30 UNITA' 80 MG - USO ORALE;B03AA03;16443071;FERRO COMPLEX;"""80 MG GRANULATO EFFERVESCENTE"" 30 BUSTINE";PHARMAFAR S.R.L.;5,74 €;6,94 €;1,20 €;;ARA
Ferroso gluconato;30 UNITA' 80 MG - USO ORALE;B03AA03;35366018;FERRO GLUCONATO;"""80 MG COMPRESSE EFERVESCENTI"" 30 COMPRESSE";EG S.P.A.;5,74 €;6,32 €;0,58 €;;ARA
Ferroso gluconato;30 UNITA' 80 MG - USO ORALE;B03AA03;34532010;FERROGYN;"""80 MG COMPRESSE EFFERVESCENTI"" 30 COMPRESSE";SO.SE.PHARM S.R.L.;5,74 €;6,32 €;0,58 €;;ARA
Ferroso gluconato;30 UNITA' 80 MG - USO ORALE;B03AA03;34924023;GLOROS;"""80 MG GRANULATO EFFERVESCENTE"" 30 BUSTINE";NEW RESEARCH S.R.L.;5,74 €;6,32 €;0,58 €;;ARA
Ferroso gluconato;30 UNITA' 80 MG - USO ORALE;B03AA03;27731013;LOSFERRON;"""80 MG COMPRESSE EFFERVESCENTI"" 30 COMPRESSE EFFERVESCENTI";SOCIETA' PRODOTTI ANTIBIOTICI S.P.A.;5,74 €;8,24 €;2,50 €;;ARA
Ferroso gluconato;30 UNITA' 80 MG - USO ORALE;B03AA03;34492013;MEGAFER;"""80 MG COMPRESSE EFFERVESCENTI"" 30 COMPRESSE";S.F. GROUP S.R.L.;5,74 €;6,32 €;0,58 €;;ARA
Ferroso gluconato;30 UNITA' 80 MG - USO ORALE;B03AA03;34453011;PRONTOFERRO;"""80 MG COMPRESSE EFFERVESCENTI"" 30 COMPRESSE";IBSA FARMACEUTICI ITALIA S.R.L.;5,74 €;6,32 €;0,58 €;;ARA
Fexofenadina;20 UNITA' 120 MG - USO ORALE;R06AX26;38223044;FEXOFENADINA MYLAN GENERICS;"""120 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE IN BLISTER PVC/PVDC/AL";MYLAN S.P.A.;5,17 €;5,69 €;0,52 €;;E1A
Fexofenadina;20 UNITA' 120 MG - USO ORALE;R06AX26;33304078;FEXOFENADINA SANOFI;"""120 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE IN BLISTER PVC/PVDC/ALLUMINIO";SANOFI S.P.A.;5,17 €;5,69 €;0,52 €;;E1A
Fexofenadina;20 UNITA' 120 MG - USO ORALE;R06AX26;33304041;FEXOFENADINA SANOFI AVENTIS;"""120 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE";SANOFI S.P.A.;5,17 €;5,69 €;0,52 €;;E1A
Fexofenadina;20 UNITA' 120 MG - USO ORALE;R06AX26;38229047;FIXODIN;"""120 MG COMPRESSE RIVESTITE"" CON FILM 20 COMPRESSE IN BLISTER PVC/PVDC/AL";ANSERIS FARMA S.R.L.;5,17 €;5,69 €;0,52 €;;E1A
Fexofenadina;20 UNITA' 120 MG - USO ORALE;R06AX26;33303330;TELFAST;"""120MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE IN BLISTER PVC/PVDC/AL";SANOFI S.P.A.;5,17 €;7,01 €;1,84 €;;E1A
Fexofenadina;20 UNITA' 120 MG - USO ORALE;R06AX26;33303049;TELFAST;"""120 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE";SANOFI S.P.A.;5,17 €;7,01 €;1,84 €;;E1A
Fexofenadina;20 UNITA' 180 MG - USO ORALE;R06AX26;38223121;FEXOFENADINA MYLAN GENERICS;"""180 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE IN BLISTER PVC/PVDC/AL";MYLAN S.P.A.;5,23 €;5,76 €;0,53 €;;E1B
Fexofenadina;20 UNITA' 180 MG - USO ORALE;R06AX26;33304080;FEXOFENADINA SANOFI;"""180 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE IN BLISTER PVC/PVDC/ALLUMINIO";SANOFI S.P.A.;5,23 €;5,76 €;0,53 €;;E1B
Fexofenadina;20 UNITA' 180 MG - USO ORALE;R06AX26;33304039;FEXOFENADINA SANOFI-AVENTIS;"""180 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE";SANOFI S.P.A.;5,23 €;5,76 €;0,53 €;;E1B
Fexofenadina;20 UNITA' 180 MG - USO ORALE;R06AX26;38229124;FIXODIN;"""180 MG COMPRESSE RIVESTITE"" CON FILM 20 COMPRESSE IN BLISTER PVC/PVDC/AL";ANSERIS FARMA S.R.L.;5,23 €;7,68 €;2,45 €;;E1B
Fexofenadina;20 UNITA' 180 MG - USO ORALE;R06AX26;33303417;TELFAST;"""180MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE IN BLISTER PVC/PVDC/AL";SANOFI S.P.A.;5,23 €;7,76 €;2,53 €;;E1B
Fexofenadina;20 UNITA' 180 MG - USO ORALE;R06AX26;33303037;TELFAST;"""180 MG COMPRESSE RIVESTITE CON FILM"" 20 COMPRESSE";SANOFI S.P.A.;5,23 €;7,76 €;2,53 €;;E1B
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;38410015;ASTERID;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE";EPIFARMA S.R.L.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;38414013;FINASTERIDE ABC;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE";ABC FARMACEUTICI S.P.A.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;39595071;FINASTERIDE AHCL;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER PVC/PVDC/AL";ACCORD HEALTHCARE SLU;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;39680018;FINASTERIDE ALMUS;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";ALMUS S.R.L.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;38160014;FINASTERIDE ALTER;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER PVC/PVDC/AL";LABORATORI ALTER S.R.L.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;39905017;FINASTERIDE AUROBINDO;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";AUROBINDO PHARMA ITALIA S.R.L.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;38415016;FINASTERIDE DOC;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE";DOC GENERICI S.R.L.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;37837022;FINASTERIDE EG;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER PVC/PVD/AL";EG S.P.A.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;38412019;FINASTERIDE IPSO PHARMA;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE";IPSO PHARMA S.R.L.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;39485014;FINASTERIDE MYLAN ITALIA;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER PVC/AL";MYLAN S.P.A.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;43495098;FINASTERIDE PENSA;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";PENSA PHARMA S.P.A.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;37717028;FINASTERIDE SANDOZ;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER PVC/AL";SANDOZ S.P.A.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;37963016;FINASTERIDE SUN;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER PVC/AL";SUN PHARMACEUTICAL IND. B.V.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;38829026;FINASTERIDE TECNIGEN;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER PVC/AL";TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;38791024;FINASTERIDE TEVA ITALIA;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER PVC/PVDC/AL";TEVA ITALIA S.R.L.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;37722244;FINASTERIDE ZENTIVA;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER AL/PVC";ZENTIVA ITALIA S.R.L.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;28309019;FINASTID;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE";NEOPHARMED GENTILI S.P.A.;8,08 €;10,00 €;1,92 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;39417011;FINEDOR;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 CPR IN BLISTER PVC/PE/PVDC/AL";LANOVA FARMACEUTICI S.R.L.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;38413011;FINESTAR;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE";S.F. GROUP S.R.L.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;28371019;GENAPROST;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE";NEOPHARMED GENTILI S.P.A.;8,08 €;10,20 €;2,12 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;42126045;NAFIPROSIL;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER AL/PVC/PE/PVDC";BLUEFISH PHARMACEUTICALS AB;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;38894010;ORMICTON;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE";SOFAR S.P.A.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;28308017;PROSCAR;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE";MSD ITALIA S.R.L.;8,08 €;10,03 €;1,95 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;28356018;PROSTIDE;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE";ALFASIGMA S.P.A.;8,08 €;10,58 €;2,50 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;38411017;RIDESTIN;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE";S.F. GROUP S.R.L.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;38670117;SITAS;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE IN BLISTER AL/PVC/PVDC";EG S.P.A.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;38443014;STECUR;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 COMPRESSE";GENETIC S.P.A.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;15 UNITA' 5 MG - USO ORALE;G04CB01;39681010;TERIP;"""5 MG COMPRESSE RIVESTITE CON FILM"" 15 CPR IN BLISTER PVC/PE/PVDC/AL";PHARMACARE S.R.L.;8,08 €;8,08 €;0,00 €;;BEA
Finasteride;30 UNITA' 5 MG - USO ORALE;G04CB01;38410027;ASTERID;"""5 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPACO PVC-PE-PVDC E ALLUMINIO";EPIFARMA S.R.L.;12,94 €;12,94 €;0,00 €;;KVL
Finasteride;30 UNITA' 5 MG - USO ORALE;G04CB01;38415028;FINASTERIDE DOC;"""5 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";DOC GENERICI S.R.L.;12,94 €;12,94 €;0,00 €;;KVL
Flecainide;20 UNITA' 100 MG - USO ORALE;C01BC04;25728015;ALMARYTM;"""100 MG COMPRESSE"" 20 COMPRESSE";MEDA PHARMA S.P.A.;6,14 €;9,94 €;3,80 €;;DHA
Flecainide;20 UNITA' 100 MG - USO ORALE;C01BC04;42225019;FLECAINIDE AUROBINDO;"""100 MG COMPRESSE 20 COMPRESSE IN BLISTER PVC/PVDC/AL";AUROBINDO PHARMA ITALIA S.R.L.;6,14 €;6,14 €;0,00 €;;DHA
Flecainide;20 UNITA' 100 MG - USO ORALE;C01BC04;43544016;FLECAINIDE DOC GENERICI;"""100 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/PVDC/AL";DOC GENERICI S.R.L.;6,14 €;6,14 €;0,00 €;;DHA
Flecainide;20 UNITA' 100 MG - USO ORALE;C01BC04;37415015;FLECAINIDE SANDOZ;"""100 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/PVDC/AL";SANDOZ S.P.A.;6,14 €;6,14 €;0,00 €;;DHA
Flecainide;20 UNITA' 100 MG - USO ORALE;C01BC04;38100018;FLECAINIDE TEVA;"""100 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/PVDC/AL";TEVA ITALIA S.R.L.;6,14 €;6,14 €;0,00 €;;DHA
Flecainide;30 UNITA' 100 MG - USO ORALE;C01BC04;42864049;FLEIDERINA;"""100 MG CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 30 CAPSULE IN BLISTER PVC/PVDC/AL";BRUNO FARMACEUTICI S.P.A.;11,05 €;11,05 €;0,00 €;;JDD
Flecainide;30 UNITA' 100 MG - USO ORALE;C01BC04;42854048;FREQUIL;"""100 MG CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 30 CAPSULE IN BLISTER PVC/PVDC/AL";DOMPE` FARMACEUTICI S.P.A.;11,05 €;11,05 €;0,00 €;;JDD
Flecainide;30 UNITA' 150 MG - USO ORALE;C01BC04;42864064;FLEIDERINA;"""150 MG CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 30 CAPSULE IN BLISTER PVC/PVDC/AL";BRUNO FARMACEUTICI S.P.A.;16,58 €;16,58 €;0,00 €;;JDE
Flecainide;30 UNITA' 150 MG - USO ORALE;C01BC04;42854063;FREQUIL;"""150 MG CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 30 CAPSULE IN BLISTER PVC/PVDC/AL";DOMPE` FARMACEUTICI S.P.A.;16,58 €;16,58 €;0,00 €;;JDE
Flecainide;30 UNITA' 200 MG - USO ORALE;C01BC04;42864088;FLEIDERINA;"""200 MG CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 30 CAPSULE IN BLISTER PVC/PVDC/AL";BRUNO FARMACEUTICI S.P.A.;22,10 €;22,10 €;0,00 €;;JDF
Flecainide;30 UNITA' 200 MG - USO ORALE;C01BC04;42854087;FREQUIL;"""200 MG CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 30 CAPSULE IN BLISTER PVC/PVDC/AL";DOMPE` FARMACEUTICI S.P.A.;22,10 €;22,10 €;0,00 €;;JDF
Flecainide;30 UNITA' 50 MG - USO ORALE;C01BC04;42864025;FLEIDERINA;"""50 MG CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 30 CAPSULE IN BLISTER PVC/PVDC/AL";BRUNO FARMACEUTICI S.P.A.;5,52 €;5,52 €;0,00 €;;JDC
Flecainide;30 UNITA' 50 MG - USO ORALE;C01BC04;42854024;FREQUIL;"""50 MG CAPSULE RIGIDE A RILASCIO PROLUNGATO"" 30 CAPSULE IN BLISTER PVC/PVDC/AL";DOMPE` FARMACEUTICI S.P.A.;5,52 €;5,52 €;0,00 €;;JDC
Flucloxacillina;12 UNITA' 1 G - USO ORALE;J01CF05;33623012;FLUCACID;"""1 G COMPRESSE"" 12 COMPRESSE";EURO-PHARMA S.R.L.;10,69 €;10,69 €;0,00 €;;86B
Flucloxacillina;12 UNITA' 1 G - USO ORALE;J01CF05;33552011;LIDERCLOX;"""1 G COMPRESSE"" 12 COMPRESSE";FARMA GROUP S.R.L.;10,69 €;10,69 €;0,00 €;;86B
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;37540010;ALOZOF;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE";ISTITUTO BIOCHIMICO NAZIONALE SAVIO S.R.L.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;37688025;AVIFLUCOX;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE";S&R FARMACEUTICI S.P.A.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;37235052;CANACID;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE";IG FARMACEUTICI DI IRIANNI GIUSEPPE;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;37539018;CRINOZOL;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE";PHARMEG S.R.L.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;27267044;DIFLUCAN;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE";PFIZER ITALIA S.R.L.;26,63 €;28,80 €;2,17 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;37928013;DIZOLO;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE";LANOVA FARMACEUTICI S.R.L.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;27268046;ELAZOR;"""100 MG CAPSULE"" 10 CAPSULE";ALFASIGMA S.P.A.;26,63 €;28,13 €;1,50 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;37931019;FLUCONAZOLO ABC;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE";ABC FARMACEUTICI S.P.A.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;40916049;FLUCONAZOLO ACCORD;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE IN BLISTER PVC/AL";ACCORD HEALTHCARE SLU;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;37864016;FLUCONAZOLO ALMUS;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE";ALMUS S.R.L.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;41353273;FLUCONAZOLO AUROBINDO;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE IN BLISTER PVC/PVDC/AL";AUROBINDO PHARMA ITALIA S.R.L.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;37879107;FLUCONAZOLO DOC GENERICI;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE IN BLISTER PVC/AL";DOC GENERICI S.R.L.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;36904213;FLUCONAZOLO EG;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE IN BLISTER PVC/PVDC/AL";EG S.P.A.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;37673023;FLUCONAZOLO GERMED PHARMA;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE";GERMED PHARMA S.R.L.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;37343148;FLUCONAZOLO HEXAL;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE IN BLISTER PVC/AL";SANDOZ S.P.A.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;38646016;FLUCONAZOLO MYLAN;"""100MG CAPSULE RIGIDE"" 10 CAPSULE";MYLAN S.P.A.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;37672021;FLUCONAZOLO PENSA;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE";PENSA PHARMA S.P.A.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;37394095;FLUCONAZOLO RATIOPHARM;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE IN BLISTER PVC/PVDC/AL";TEVA ITALIA S.R.L.;26,63 €;26,63 €;0,00 €;;DCA
Fluconazolo;10 UNITA' 100 MG - USO ORALE;J02AC01;37380110;FLUCONAZOLO SANDOZ;"""100 MG CAPSULE RIGIDE"" 10 CAPSULE IN BLISTER PVC/PVDC/AL";SANDOZ S.P.A.;26,63 €;26,63 €;0,00 €;;DCA
